,Unnamed: 0,twitterid,Date,User,Tweet,source,likes,replycount,retweets
2202,202,1.24E+18,22-03-2020,MoRocca,I am finished with my 1000 piece puzzle of Diego Rivera’s “Detroit Industry” mural (north wall). Post-COVID make a point of visiting the great Detroit Institute of Arts @DIADetroit to see the real thing. It’s a site to behold. https://t.co/Xl0ByjfxlX,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1067,75,55
2203,203,1.24E+18,22-03-2020,ScottAdamsSays,It’s tempting to turn our empty hotels into addiction treatment centers for three months so we can come out of this ahead. No one gets in without a test. #coronavirus #hotels,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1185,117,180
2204,204,1.24E+18,22-03-2020,chaninicholas,"Just to note, *astrologically* speaking the worst of this transit is now. It does dissipate after tomorrow, but it’s impact makes its mark. This moment is the mark. How we make meaning of it is up to us. How long COVID lasts is not known, obviously.","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",496,8,26
2205,205,1.24E+18,22-03-2020,P2,Heroes don’t always wear capes. Mine wears a white coat 🥼 . Doctor’s all across the world are on the front lines helping us fight this pandemic. Let’s all take time to appreciate the sacrifices they are making today &amp; everyday. #NationalDoctorsDay 1/2 https://t.co/zaZuSQOLF8,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1574,10,117
2206,206,1.24E+18,21-03-2020,erinmdurkin,"Awful. An MTA worker couldn't get treatment for coronavirus and died in her home. Then her body was left for 24 hours, while her scared family slept in a van. https://t.co/kTI3r5hIPs via @nypmetro","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",585,49,464
2207,207,1.24E+18,21-03-2020,craigtimes,"You know who's still packing buses &amp; church services in #Florida, despite #coronavirus? The Church of Scientology. The church's leader referred to all the restrictions as “the current hysteria.” https://t.co/eiH2Go02N1 via @TroMcManus","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",902,188,612
2208,208,1.24E+18,21-03-2020,glennbeck,"On last Friday's BlazeTV exclusive show, @RealCandaceO got to the heart of WHY so many Americans approve of how @realDonaldTrump is handling the coronavirus: he ""goes to war WITH the soldiers!"" https://t.co/6E0SBhcb6J","<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",3437,200,702
2209,209,1.24E+18,21-03-2020,Darth_MarkyMark,"As it should be. It's the fuckin news! I'm trying to learn about a pandemic that's killing us, not be preached at by a discount Billy Mays. Separation of church and state. https://t.co/AFUVclm8R3","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",533,30,81
2210,210,1.24E+18,21-03-2020,katebarstool,"@ghostofhogan @TheLizGonzales Shocking but u can b concerned about virus and still have other issues ur struggling with. All this happening might even make it worse.

Not sure how ur balancing covid and advertising your troll-level unhappiness at same time but you’re out there doing it. Duality.","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",709,1,5
2211,211,1.24E+18,21-03-2020,TheJordanRachel,"President Trump: *Donates salary to combat coronavirus, works all day &amp; all night*

Mike Lindell: *Dedicates 75% of MyPillow’s manufacturing to produce tens of thousands of masks to combat virus*

Liberal Media: *Criticizes, mocks, laughs, attacks, contributes ZERO to help*","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1466,48,527
2212,212,1.24E+18,21-03-2020,ANI,"Delhi: Tipu Yadav, a migrant labourer from Bhagalpur in Bihar says,""my mother has expired and I am stuck here due to the lockdown. I want to reach my village now. I am a poor man. Please help me."" (30.3.2020) #COVID19 https://t.co/XTTPtGVVKI","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",969,62,290
2213,213,1.24E+18,21-03-2020,ChrisMurphyCT,"Coronavirus exposed major weaknesses in America's ability to respond to a global health crisis. 

I wrote a piece in @ForeignPolicy on what we need to do to rebuild our pandemic defense system. https://t.co/t5GqEj3WmB","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1309,80,402
2214,214,1.24E+18,21-03-2020,RepMattGaetz,TONIGHT: I'll be on @TuckerCarlson to discuss how Democrats are responding to China's handling of COVID-19 and also to respond to reports that the DOJ has launched an investigation into @SenatorBurr's stock trades. TUNE IN to @FoxNews at 8:15pm ET/7:15pm CT,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",825,272,124
2215,215,1.24E+18,21-03-2020,CAPAction,"TRUMP TODAY: “We're doing a great job, as good a job as you can possibly do.""

REALITY: The United States has MORE confirmed coronavirus cases than anywhere else in the world because of Trump’s incompetent, chaotic response. His failures are costing lives. https://t.co/KR54MrK3W3","<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",9210,423,5573
2216,216,1.24E+18,21-03-2020,amyklobuchar,"Like Vice President @JoeBiden said, we are dealing with an exponential curve when it comes to #COVID19 diagnoses — so this is not a matter of choosing between helping the economy and defeating coronavirus, they are one in the same. https://t.co/eEQ43fx4sG","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2518,74,534
2217,217,1.24E+18,20-03-2020,cmclymer,"Deaths on 9/11: 2,996

Deaths from COVID, as of 6:30pm ET: 2,968","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",481,27,185
2218,218,1.24E+18,20-03-2020,dannymatz90,"This whole celebrity name trending thing is putting me through the ringer. 

Like why is Vanna White trending right now? Is she dead? Diagnosed with Coronavirus? Is it her birthday? Did she turn over a wrong letter on Wheel of Fortune? 

Specificity twitter!!","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1216,47,158
2219,219,1.24E+18,20-03-2020,JackPosobiec,"LEAKED AUDIO: Kennedy Center President Deployed Lobbyist, Board to Secure $25 Million in Coronavirus Stimulus, Workers Furloughed Anyway
https://t.co/o5a7dY8EUG","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1074,68,701
2220,220,1.24E+18,20-03-2020,NGRPresident,"NOTICE: President @MBuhari Signs #COVID19 Regulations, 2020 (1/2) https://t.co/Z0w31FoD0P","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1007,83,573
2221,221,1.24E+18,20-03-2020,NorbertElekes,"Most coronavirus deaths reported in a day:

- Italy: 919
- Spain: 913
- France: 418
- China: 254
- New York: 253","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",936,42,462
2222,222,1.24E+18,20-03-2020,CREWcrew,"It's a pretty simple question: Why would the government stop updating pandemic planning models?

The American people deserve to know the answer.
https://t.co/L0sqG2u2az","<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",416,7,198
2223,223,1.24E+18,20-03-2020,EdwardTHardy,"Donald Trump has told Prime Minister Giuseppe Conte that the US will send about $100 million of protective equipment to Italy to help fight coronavirus 

Reminder: States don’t have enough protective equipment to fight coronavirus","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",412,25,185
2224,224,1.24E+18,20-03-2020,brianlilley,"It's one of the most tone deaf moves I can think of, taking a pay hike and raising taxes in the middle of a health and economic crisis. But that is what is happening in Canada.
Read &amp; RT #cdnpoli #coronavirus #covid19
https://t.co/1sbZnOSTnM","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1908,268,1183
2225,225,1.24E+18,20-03-2020,mmpadellan,"OK, who had the My Pillow guy appearing in a ""coronavirus briefing"" on their crazy BINGO card?

No you didn't. Stop.
This is insanity.","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",26135,1113,4212
2226,226,1.24E+18,20-03-2020,BPie7,"@PalmerReport So? It won't change anybody's minds - just make the people who agree with him feel good, and the people who don't continue to hate the ""liberal media"". The only appropriate thing to do is TAKE TRUMP OFF THE AIR. Quit showing his coronavirus rallies. Demonstrate his irrelevance.","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",703,17,77
2227,227,1.24E+18,20-03-2020,SecretService,The Secret Service has been working side-by-side with medical personnel to ensure the safety of our protectees and we are so grateful for the endless endurance of all the medical professionals on the front lines of this pandemic. #NationalDoctorsDay,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1132,58,200
2228,228,1.24E+18,20-03-2020,DavidLat,"Please feel free to try me next week, when I hope to be out of the hospital and in better shape. Thanks for your great work covering the #coronavirus crisis. #COVID19 #CoronaUpdate #covid_19 #CoronavirusUSA","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",3636,77,140
2229,229,1.24E+18,20-03-2020,DavidLat,"Thanks to all the media outlets who have reached out with interview requests - I’m normally delighted to speak with journalists, but right now I’m trying to let my vocal cords heal after 6 days on a ventilator. #Coronavirus #CoronaUpdate #COVID19 #covid_19 #CoronavirusUSA","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",34158,751,2257
2230,230,1.24E+18,19-03-2020,eldahshan,"Planet: we're all going to die
#Egypt: Relax habibi, have a coronavirus-shaped cookie 

[available stuffed with dates, or honey &amp; sesame seeds]
#COVID19 
#كورونا_بالعجوة https://t.co/ioxPZE6ZcU","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",957,21,353
2231,231,1.24E+18,19-03-2020,jennycohn1,"“Coronavirus relief package omits financial assistance for Postal Service”

Um, there are reports that the US Postal Service cld cease operations as soon as June. We need it for (among other things) vote by mail. What is going on?! 1/  https://t.co/OdjxU27iZe","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1952,119,1638
2232,232,1.24E+18,19-03-2020,newtgingrich,"Hydroxychloroquine, as President Trump suggested, is an important development in treating patients with the coronavirus.
https://t.co/4cpWJw73Gh","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",1860,72,437
2233,233,1.24E+18,19-03-2020,RepPressley,Communities of color disproportionately lack access to adequate &amp; affordable healthcare as is. Today I’m urging @SecAzar to address racial disparities in the response to #COVID-19 bc we must ensure no one is left out in the federal response. https://t.co/SoHXe9l0FD,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",574,20,160
2234,234,1.24E+18,19-03-2020,ajplus,"Cuba has sent 39 doctors &amp; nurses to Andorra to help fight #coronavirus. This is the eighth country to receive Cuban medical staff during the pandemic.
 
With a population of only 77,000 Andorra has:
▪️ 334 confirmed cases
▪️ 6 deaths https://t.co/pxxuvDwXTu","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",443,5,160
2235,235,1.24E+18,19-03-2020,Anna_Soubry,"The #NightingaleHospital is a hugely impressive, extraordinary achievement brought about by a remarkable set of people working together. 
Thank you to all the #NHS workers, tradespeople and @BritishArmy @Proud_Sappers 
#COVID19","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",496,15,43
2236,236,1.24E+18,19-03-2020,ScottGottliebMD,"#COVID19 won't go away. It'll infect the southern hemisphere as they winter and will want to come back to U.S. in fall. But we'll have a massive surveillance system by then, and I believe more than one drug to both prevent and treat infection. Our tool box will be very different.","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",17269,625,3030
2237,237,1.24E+18,19-03-2020,ChrisLu44,"Very likely, when the number of deaths is tallied today, more people will have died in the U.S. from #COVID19 than the 9/11 attacks.

Meanwhile, Trump is doing an infomercial for one of his campaign donors.

#StopAiringTrump","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2658,111,899
2238,238,1.24E+18,19-03-2020,jsolomonReports,"More foreign allies, including France and Italy, embrace anti-malarial drugs touted by Trump for coronavirus https://t.co/be1qozdshl","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2307,56,742
2239,239,1.24E+18,19-03-2020,Lithunium_Snow,Can’t believe I’m seeing my friends the same amount I was before this whole pandemic thing wow,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",973,4,154
2240,240,1.24E+18,19-03-2020,RepKatiePorter,"This crisis has been especially hard on our state, but I’m glad to see @CAgovernor continuing to show strong leadership in his response. I remain committed to being a partner at the federal level to keep California safe during this pandemic—we’re all in this together. https://t.co/CHo2uvAiFt","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1132,34,175
2241,241,1.24E+18,19-03-2020,maddow,"""This week, Missouri saw a 600% jump in coronavirus cases — the largest increase in the country""

https://t.co/kkFZduplgT","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",5392,679,3132
2242,242,1.24E+18,19-03-2020,UchePOkoye,"I'm a huge fan of pharmacognosy.
I believe the Ooni of Ife. It is more efficient, considering the fact it will be 100% organic.
Coronavirus requires a lower pH to gain access to the nucleus.
Quinine/chloroquine has an antiviral effect.
It increases the pH and inhibits the access. https://t.co/4bqFiWHRxg","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",485,40,207
2243,243,1.24E+18,19-03-2020,SirajAHashmi,"“We need more testing for coronavirus, Mr. President!”

*coronavirus cases skyrocket due to more testing kits becoming available*

“The U.S. is #1 in coronavirus cases. Take that, Drumpf.” https://t.co/V2juyHJ76n","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",416,7,53
2244,244,1.24E+18,19-03-2020,MusiCares,"Japanese composer, pianist, rock drummer, and leader of X JAPAN, @YoshikiOfficial, has donated $100K to @MusiCares #COVID19 Relief Fund to support fellow music people. ❤️🙌
https://t.co/rNW57KNFMl","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",432,2,120
2245,245,1.24E+18,19-03-2020,JCrongeyer,"Trump brought the “My Pillow Guy” up to speak at his coronavirus press briefing?

WHAT THE FUCK IS THE REPUBLICAN PARTY DOING?!","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1372,354,346
2246,246,1.24E+18,19-03-2020,TomFitton,FBI Deep State uses #coronavirus as excuse to shut down FOIA and gov't transparency! https://t.co/O8IGlS1UJg,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",1269,96,560
2247,247,1.24E+18,18-03-2020,funder,BREAKING: Trump spoke to Putin today about the coronavirus. There is no one on earth Trump should talk to less.,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2834,95,699
2248,248,1.24E+18,18-03-2020,DBeekman,"The Seattle City Council just voted 8-0 to adopt this resolution, urging state and federal leaders to cancel all rent and mortgage payments during coronavirus emergency. https://t.co/H57WFnoljC","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",305,9,136
2249,249,1.24E+18,18-03-2020,Pismo_B,"Dear diary,

I got my A** Whipped by President Trump again on a nationally televised Coronavirus Task Force Press Briefing!!

Mommy, I feel like crying😪😪

@Acosta https://t.co/595Twi9um9","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",405,46,237
2250,250,1.24E+18,18-03-2020,PearlsFromMyrna,"Pandemic or not, you’re NOT ALLOWED TO USE MY LAWN FOR YOUR DOG’S TOILETING NEEDS!

cc: Francine","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",557,6,45
2251,251,1.24E+18,18-03-2020,kemimarie,"after this pandemic is over, a lot of relationships are going to settle down, make commitments and then speed up and progress really fast. it feels healthy. 🥺🔮","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",5401,16,579
2252,252,1.24E+18,18-03-2020,anyaparampil,"Broken down into smaller locations, the place with the highest coronavirus infection rate in the world is not New York City or Seattle

It’s Rikers Island jail, w an infection rate of 2.8%. NYC’s is .36%. Thousands of Rikers inmates have not even been found guilty of a crime. https://t.co/P3bW6jAArm","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",843,18,559
2253,253,1.24E+18,18-03-2020,Dr_PhilippaW,Couldn’t even get their story straight! #COVID19 https://t.co/azjO6IUViD,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",601,24,375
2254,254,1.24E+18,18-03-2020,DaveKeating,"Literally everything in this tweet is false.

1) The UK is still bound by EU law until end of transition

2) EU countries have been permitted to close their borders, UK is one of the only European countries *not* to do so

3) EU state aid rules have been suspended for #COVID19 https://t.co/mM8lkfa1mr","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1747,25,823
2255,255,1.24E+18,18-03-2020,AyannaPressley,"Democratic lawmakers, including Warren and Pressley, call for racial data in coronavirus testing https://t.co/uHOI1I0Saa","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",8317,296,1815
2256,256,1.24E+18,18-03-2020,GovWhitmer,So grateful to @Ford and @UAW members for working tirelessly to ensure our health care workers have the equipment they need during the COVID-19 pandemic. This important work will help save lives. https://t.co/kOI9uMnFLp,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2790,105,535
2257,257,1.24E+18,18-03-2020,sship37011,"@JaniceDean @AliVelshi But, Obama didn't have Martha Stewart in the Rose Garden.  Obama had a pandemic response team and stopped plagues from coming here, silly.","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1280,487,64
2258,258,1.24E+18,18-03-2020,AffordAnything,"I’ve tested positive for coronavirus. 

I just got the call about fifteen minutes ago. They’re telling me not to go to the hospital unless I have shortness of breath. They prescribed me a stronger cough medicine. My fever broke two days ago, which is a good sign.","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",950,212,21
2259,259,1.24E+18,18-03-2020,BashirAhmaad,"Abuja and Lagos are officially lockdown for two weeks. As stated by President @MBuhari in his last night national broadcast on #COVID19, this is a matter of life and death, especially if we look at the dreadful daily toll of deaths in Italy, France and Spain.","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",962,74,236
2260,260,1.24E+18,17-03-2020,mattdizwhitlock,@KathleenRogalle @AliVelshi He’s making 50K masks a day for healthcare workers fighting Coronavirus.,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1661,22,98
2261,261,1.24E+18,17-03-2020,gazcon,"At some point, perhaps as soon as a week or two, the media will transition smoothly from its scaremongering about Covid19 to focus instead on the mass unemployment, bankrupt businesses and suicides its scaremongering has helped to bring about. With no contrition or humility.","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1402,49,401
2262,262,1.24E+18,17-03-2020,DrAdrianHeald,"Seriously, can we just rename the ""Low skilled workers"" (hate that term) as KEY WORKERS, the COVID-19 crisis should have hammered home how essential they are","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1379,60,493
2263,263,1.24E+18,17-03-2020,ianbremmer,"Brazil: A Tale of Two Responses #coronavirus 

Ht @gechelle https://t.co/VLp9Fq0c56","<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",703,23,214
2264,264,1.24E+18,17-03-2020,Cernovich,Has CNN agreed to share its ad revenue from increased ratings due to coronavirus with those in America who need help? https://t.co/sx60YWmIem,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",588,24,130
2265,265,1.24E+18,17-03-2020,tomphillipsin,"One day, once all this is over, historians and sociologists around the world will wonder why a man dressed as a donkey was summoned on stage tonight to ask God to help Jair Bolsonaro do battle with coronavirus, as Brazil’s president listened in on the other end of the line https://t.co/OENAvifSvv","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",10563,683,3124
2266,266,1.24E+18,17-03-2020,MiltonTPike1,"I've got a plan for a different kind of ""giveaway"" stream.

I know many people out there are struggling with the financial uncertainty from Covid and lay-offs.

Next week, I'm going to do a stream and raffle off $1,000 ($100 to 10 people) to help with bills, groceries, rent, etc.","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",694,22,23
2267,267,1.24E+18,17-03-2020,thenikkiglamour,Got people wanting to make social distancing exceptions for birthdays. Bitch COVID-19 don’t give a damn about your birthday. Stay inside with a cake and FaceTime like the rest of us. Smh,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1193,14,195
2268,268,1.24E+18,17-03-2020,girlsreallyrule,"BREAKING: US District Judge in TX Lee Yeakel has blocked the temporary closing of abortion clinics as part of the state’s response to the coronavirus outbreak, issuing a restraining order until April 13, when he will hold a hearing on whether to grant a preliminary injunction.","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",402,3,103
2269,269,1.24E+18,17-03-2020,RaphaelMinder,"Here is a @nytimes video on how Spain's health workers are bravely fighting #COVID19, often without adequate protection in saturated hospitals. As they tell it, this can require the ingenuity of MacGyver combined with the spirit of the Kamikaze.  https://t.co/7VftcQcMXB","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",806,23,744
2270,270,1.24E+18,17-03-2020,TheAtlantic,"Tonight, @BTS_twt is performing on @JKCorden’s prime-time coronavirus special. Not long ago, @lenikacruz got swept up in the magic of the K-pop group. Read about her evolution from a nonbeliever to an “ARMY”: https://t.co/KJWoFB0kuE","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",618,7,261
2271,271,1.24E+18,17-03-2020,trvrb,"This article by @USATODAY misleadingly states that there are ""8 strains of coronavirus"" circulating. Because of this our @nextstrain inbox is today full of questions like ""if you get one strain of Covid-19 and recover, do you have immunity to the other seven?"". 1/13 https://t.co/y9OW8Mdnsd","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2636,77,1423
2272,272,1.24E+18,16-03-2020,washingtonpost,The New Yorker cover and political cartoons are saluting coronavirus responders as heroes https://t.co/g0edtjw5ia,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",548,18,146
2273,273,1.24E+18,16-03-2020,OfficialJoelF,Good news! City of Miami Mayor Suarez will come out of quarantine after testing negative for COVID-19. https://t.co/zybBYssiEO,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",753,10,140
2274,274,1.24E+18,16-03-2020,FoxNews,President Trump announced the U.S. has tested over 1 million people for the coronavirus as he unveiled a new rapid test kit designed to give results within five minutes. https://t.co/QRus2cgGew,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2557,446,440
2275,275,1.24E+18,16-03-2020,iamtomskinner,"I’m gonna go to sleep now. And when I wake up. I hope coronavirus is gone. The lockdown is over. Pubs are back open. And everyone who is ill, to be fit and well again. Good night all and god bless x","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1237,38,36
2276,276,1.24E+18,16-03-2020,jidesanwoolu,"I wish H.E Gov @elrufai, H.E Gov Bala Mohammed and H.E Gov @seyiamakinde who tested positive for #COVID19, a speedy and safe recovery. As leaders and co-visionaries in building Nigeria, they play critical roles and we hope to continue to benefit from their insight and leadership.","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",4450,318,737
2277,277,1.24E+18,16-03-2020,loganclarkhall,the my pillow guy has done more to combat the spread of coronavirus than 99% of the blue checks whining about him right now,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",8385,138,1530
2278,278,1.24E+18,16-03-2020,gisellepats,"Cagayan Valley Medical Center (COVID HOSPITAL) in TUGUEGARAO CITY, CAGAYAN needs PPEs, N95 masks, clean gloves, and shoe covers. Please help. https://t.co/EZykBvtRXw","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",522,8,582
2279,279,1.24E+18,16-03-2020,skives,"@AbeleBrenda @JasonSCampbell I've been very patiently explaining pandemic stats and the basic concept of exponential growth rates in one MAGA-heavy forum I belong to... and get the equivalent of blank stares in return.  Or hostility.

In the Trump cult, it is taboo to even think something bad about him.","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",429,38,18
2280,280,1.24E+18,16-03-2020,rickberke,"Thrilled to read in the @nytimes that my reporter @HelenBranswell is a ""godlike'' figure and to see the brilliant @statnews crew get such deserved attention for #Coronavirus coverage from @marcatracy and my NYT pals.
https://t.co/vJ7Z7HbNOc","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",567,11,132
2281,281,1.24E+18,16-03-2020,left_voice,Another worker from the #AmazonStrike spoke to us about why locations need to be closed and workers need to be compensated in order to protect Amazon workers in the face of #COVID19. https://t.co/LZF0d0kUZf,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",669,30,359
2282,282,1.24E+18,16-03-2020,joekennedy,"Doctors are risking their own health and sacrificing time with loved ones to keep us safe. 

The least we can do for them on #NationalDoctorDay is give them lifesaving PPE and stay home to stop the spread of COVID-19.","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",994,20,215
2283,283,1.24E+18,16-03-2020,PearseDoherty,"It’s not just about banks getting their money back. For example BofI will get all their money back plus interest on a 30 year €200,000 mortgage but will now get a further €1,804 back from their customers due to their Covid penalty. #Shameful https://t.co/5QG8socPYy","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",955,68,314
2284,284,1.24E+18,16-03-2020,atrupar,"""You should be saying congratulations instead of asking a really snaky question, because I know exactly what you mean by that"" -- Trump attacks Yamiche Alcindor for asking him a straightforward questions about coronavirus testing, then abruptly ends the news conference https://t.co/8qAbM59qJg","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",2184,371,718
2285,285,1.24E+18,16-03-2020,peterdaou,"If this #coronavirus catastrophe and the establishment's response to it doesn't radicalize you politically, you're not paying enough attention.","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2911,63,703
2286,286,1.24E+18,16-03-2020,caslernoel,The ‘My Pillow’ guy is part of the Coronavirus team now folks. @realDonaldTrump,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2177,237,345
2287,287,1.24E+18,16-03-2020,DarlinDinah,"This is not right at all.... This is too painful, these law enforcers are going to kill people even before COVID19 does @KagutaMuseveni @AKasingye @PoliceUg https://t.co/5ztetYsOGJ","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",376,113,145
2288,288,1.24E+18,16-03-2020,glamelegance,"Someone needs to tell Donald Trump there are less than 10 million people in Seoul South Korea, not 38 million. He set himself up for that fail!! 🙄 #coronavirus #UnfitToBePresident","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",566,69,87
2289,289,1.24E+18,16-03-2020,kayleighmcenany,"BOOM: @realDonaldTrump obliterates CNN ⬇️

""I want to keep the country calm.""

The coronavirus ""will go away.""

""We're going to have a great victory!""

""People don't want to listen to CNN anymore...""
https://t.co/r5J4h5Lmj2","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",24110,4819,5585
2290,290,1.24E+18,16-03-2020,ThomasRhett,"“Be A Light” featuring some of the brightest lights I know  @reba @HillaryScottLA @christomlin @KeithUrban, out now. Proceeds benefit MusiCares® COVID-19 Relief Fund to directly support those in the music community. Stream this thing like crazy y’all 💡 https://t.co/8A8JzqKTVO https://t.co/L0ylJTAL8H","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2970,235,468
